text,label
"Yes, FINALLY saw it. Clearly, a superb film. Excellent performances the film flows exceedingly well. I was definitely held in rapt attention the whole time... I still thought Michael's meteoric rise to power as the Godfather was a bit unbelievable, but I can live with it.",positive
Incredible film but I just can't take Marlon Brando seriously.,positive
"No doubt. Contains golden lines, along with legendary soundtracks.",positive
It really is just damned good.,positive
... und dazu Rotwein und Lasagne ;),negative
Watch it if you haven't.,positive
"I read the novel by mario Puzi which built my interest to watch this ancient movie which I kept hearing about through my elder generation. I heard from everybody that this is the greatest movie ever, and my expectations for this movie grew and grew with every comment I heard & read. I saw the movie, and even with expectations as high as mine were,it was STILL more than what I expected.If u haven't seen this movie yet, I'll make you an offer you can't refuse: go watch it.",positive
Absolute and utter perfection! This film is one of my favorites and it is likely to stay that way. Brilliant performances from pacino and Brando just elevate this film to a new standard for all Hollywood productions.,positive
classic movie.....terbaek dr ladang..must watch movie..,positive
"I always thought that Citizen Kane was the single greatest movie movie ever made but this is still a perfect movie in every way. Even though Vito and Sonny and the rest of the mob are crooks, and get what they deserve, you can't help but to sympathize with them whenever something bad happens to them. It may be a little long but it passes by so fast and it is worth it. I haven't seen The Godfather Part II, but I'm really looking forward towards it.",positive
"It seems impossible to dislike this movies in any way, shape or form. If you haven't seen it, see it.",positive
"Probably the greatest movies in hollywood. Coppola just nails this one with the aspect of the italian mafia, but still keeps it on the down low. Great job.",positive
Watch at least once a year now for past 15 and I have to say it gets better each viewing. Brando is Great!,positive
